time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_mean (%),wind_speed_10m_mean (km/h),ville
2024-11-10,22.6,30.9,15.6,60,9.9,Antananarivo
2024-11-10,18.9,25.2,15.4,76,9.3,Nairobi
2024-11-10,7.5,14.2,2.1,60,9.8,New York
2024-11-10,10.1,12.0,6.2,92,7.4,Paris
2024-11-10,19.7,25.0,16.7,74,21.8,Sydney
2024-11-10,14.3,17.1,11.3,80,12.2,Tokyo
2024-11-11,22.6,29.6,16.9,67,7.8,Antananarivo
2024-11-11,16.3,20.2,12.8,85,7.2,Nairobi
2024-11-11,15.6,20.8,12.3,74,20.0,New York
2024-11-11,9.0,13.4,5.2,87,10.2,Paris
2024-11-11,18.9,21.4,16.0,86,9.4,Sydney
2024-11-11,15.1,21.3,10.2,81,11.8,Tokyo
2024-11-12,22.7,30.1,17.2,66,10.6,Antananarivo
2024-11-12,18.9,25.8,12.2,70,8.4,Nairobi
2024-11-12,10.5,15.2,7.7,54,19.0,New York
2024-11-12,8.8,10.7,7.1,83,18.0,Paris
2024-11-12,19.1,22.1,15.8,86,6.8,Sydney
2024-11-12,16.0,19.9,13.7,76,9.7,Tokyo
2024-11-13,21.7,28.8,15.6,65,10.0,Antananarivo
2024-11-13,18.8,25.0,15.3,78,6.3,Nairobi
2024-11-13,5.1,8.9,1.2,44,11.1,New York
2024-11-13,7.5,9.0,4.9,84,9.2,Paris
2024-11-13,19.6,23.0,16.8,83,10.8,Sydney
2024-11-13,14.8,18.9,11.7,68,7.2,Tokyo
2024-11-14,22.3,31.7,14.6,62,9.9,Antananarivo
2024-11-14,19.5,26.2,16.2,78,7.5,Nairobi
2024-11-14,4.4,7.6,1.1,49,6.5,New York
2024-11-14,8.5,12.4,4.4,88,4.8,Paris
2024-11-14,18.7,20.3,17.6,76,12.1,Sydney
2024-11-14,15.5,18.1,13.7,80,5.3,Tokyo
2024-11-15,21.0,29.1,14.4,63,12.5,Antananarivo
2024-11-15,17.4,21.3,15.4,88,8.9,Nairobi
2024-11-15,7.3,14.5,2.8,54,6.2,New York
2024-11-15,8.7,10.5,6.9,84,4.3,Paris
2024-11-15,19.0,20.4,18.0,81,13.9,Sydney
2024-11-15,16.0,18.6,13.2,84,6.9,Tokyo
2024-11-16,21.8,30.0,15.1,61,11.5,Antananarivo
2024-11-16,16.6,20.0,13.9,89,6.8,Nairobi
2024-11-16,10.3,16.2,6.0,41,13.7,New York
2024-11-16,7.3,9.4,4.5,81,3.4,Paris
2024-11-16,20.9,24.1,18.7,80,17.3,Sydney
2024-11-16,16.2,18.7,14.3,81,8.7,Tokyo
2024-11-17,22.4,29.5,16.4,61,10.5,Antananarivo
2024-11-17,18.4,24.5,13.4,75,9.2,Nairobi
2024-11-17,11.1,17.8,6.3,39,9.5,New York
2024-11-17,7.6,10.3,4.0,88,10.5,Paris
2024-11-17,22.0,26.3,19.1,78,16.1,Sydney
2024-11-17,17.8,22.2,12.5,77,8.1,Tokyo
2024-11-18,22.7,29.6,17.5,60,10.9,Antananarivo
2024-11-18,19.2,25.0,14.7,70,9.0,Nairobi
2024-11-18,11.9,17.7,7.4,51,9.7,New York
2024-11-18,9.1,10.8,6.7,92,17.5,Paris
2024-11-18,19.8,25.6,16.8,69,10.4,Sydney
2024-11-18,9.6,12.8,6.2,63,11.8,Tokyo
2024-11-19,21.6,29.3,15.6,64,13.6,Antananarivo
2024-11-19,19.6,25.1,15.5,74,9.1,Nairobi
2024-11-19,10.9,14.5,5.7,50,7.7,New York
2024-11-19,10.2,12.2,5.1,89,23.2,Paris
2024-11-19,17.9,20.7,14.9,81,8.4,Sydney
2024-11-19,7.6,11.1,4.8,63,7.5,Tokyo
2024-11-20,20.5,28.3,14.9,63,14.9,Antananarivo
2024-11-20,19.5,25.2,15.8,77,9.2,Nairobi
2024-11-20,11.4,15.7,7.0,55,4.5,New York
2024-11-20,4.0,6.8,1.3,81,11.5,Paris
2024-11-20,19.3,22.2,16.3,77,10.6,Sydney
2024-11-20,7.4,9.6,5.6,87,9.9,Tokyo
2024-11-21,21.8,29.4,14.2,61,11.7,Antananarivo
2024-11-21,18.2,23.0,15.5,85,7.1,Nairobi
2024-11-21,9.6,12.3,7.6,87,11.9,New York
2024-11-21,0.7,1.4,-1.7,91,12.6,Paris
2024-11-21,19.6,23.5,14.9,70,11.5,Sydney
2024-11-21,9.5,12.8,6.2,93,4.4,Tokyo
2024-11-22,23.0,31.3,17.5,64,5.9,Antananarivo
2024-11-22,18.9,24.6,15.1,79,8.5,Nairobi
2024-11-22,3.7,6.4,2.5,89,18.7,New York
2024-11-22,1.3,3.5,-2.2,86,14.7,Paris
2024-11-22,20.9,25.0,17.0,74,12.9,Sydney
2024-11-22,11.9,16.6,8.5,69,8.7,Tokyo
2024-11-23,21.6,30.3,18.0,79,3.9,Antananarivo
2024-11-23,19.1,24.4,15.7,77,8.4,Nairobi
2024-11-23,4.7,8.6,1.9,82,14.4,New York
2024-11-23,5.9,12.5,1.0,76,18.7,Paris
2024-11-23,22.5,27.3,18.0,63,14.1,Sydney
2024-11-23,9.6,14.4,6.6,60,10.1,Tokyo
2024-11-24,21.1,28.5,17.2,84,4.5,Antananarivo
2024-11-24,18.7,23.8,15.7,82,7.7,Nairobi
2024-11-24,7.8,10.7,5.3,64,16.0,New York
2024-11-24,15.4,17.9,12.1,58,24.1,Paris
2024-11-24,22.7,27.5,18.5,70,15.1,Sydney
2024-11-24,8.8,13.3,4.8,66,7.7,Tokyo
2024-11-25,21.7,27.4,17.5,74,9.2,Antananarivo
2024-11-25,17.7,23.7,14.2,87,3.8,Nairobi
2024-11-25,6.5,10.6,2.0,70,7.1,New York
2024-11-25,12.7,17.9,8.5,79,16.6,Paris
2024-11-25,22.9,27.4,19.1,71,14.8,Sydney
2024-11-25,7.9,12.3,3.7,71,4.9,Tokyo
2024-11-26,21.1,26.3,16.5,74,10.8,Antananarivo
2024-11-26,18.7,23.6,14.0,78,6.5,Nairobi
2024-11-26,10.5,14.6,7.0,76,7.7,New York
2024-11-26,8.8,11.1,7.5,88,10.7,Paris
2024-11-26,25.2,33.2,20.2,70,12.2,Sydney
2024-11-26,10.6,13.5,7.3,85,5.8,Tokyo
2024-11-27,20.9,26.5,15.9,72,10.0,Antananarivo
2024-11-27,18.3,23.7,15.1,83,6.2,Nairobi
2024-11-27,6.2,10.1,2.1,68,7.2,New York
2024-11-27,10.5,13.3,7.4,90,17.4,Paris
2024-11-27,28.3,36.1,23.3,52,9.4,Sydney
2024-11-27,13.5,18.5,7.3,72,5.1,Tokyo
2024-11-28,21.8,27.9,17.4,72,4.5,Antananarivo
2024-11-28,18.9,24.1,15.4,81,5.8,Nairobi
2024-11-28,6.6,11.5,4.7,85,9.6,New York
2024-11-28,6.4,9.0,3.3,85,6.0,Paris
2024-11-28,23.9,29.9,20.1,80,7.6,Sydney
2024-11-28,9.8,15.7,5.1,57,3.6,Tokyo
2024-11-29,20.7,27.5,17.7,84,4.2,Antananarivo
2024-11-29,19.1,24.5,14.9,77,6.0,Nairobi
2024-11-29,4.2,7.6,0.9,74,11.6,New York
2024-11-29,3.8,8.1,1.2,85,8.9,Paris
2024-11-29,20.9,22.2,20.2,95,14.9,Sydney
2024-11-29,8.5,13.8,4.6,62,5.5,Tokyo
2024-11-30,19.9,25.1,17.0,87,8.1,Antananarivo
2024-11-30,18.9,24.2,13.6,75,6.3,Nairobi
2024-11-30,0.6,3.3,-2.4,60,11.4,New York
2024-11-30,3.1,6.6,0.1,90,5.3,Paris
2024-11-30,21.7,25.9,19.4,92,12.9,Sydney
2024-11-30,9.4,14.5,5.4,63,5.6,Tokyo
2024-12-01,18.6,22.1,16.7,85,10.6,Antananarivo
2024-12-01,18.4,23.1,14.9,79,7.7,Nairobi
2024-12-01,-1.2,2.5,-3.9,58,10.0,New York
2024-12-01,6.6,11.3,1.0,95,11.0,Paris
2024-12-01,22.9,27.6,19.0,76,8.1,Sydney
2024-12-01,9.9,15.0,6.4,74,6.6,Tokyo
2024-12-02,19.4,25.3,16.5,84,8.7,Antananarivo
2024-12-02,19.2,24.3,15.6,72,10.1,Nairobi
2024-12-02,-0.7,3.7,-3.4,62,6.7,New York
2024-12-02,10.1,12.2,6.3,88,13.5,Paris
2024-12-02,25.2,29.4,21.1,68,15.2,Sydney
2024-12-02,10.3,15.2,5.5,82,4.2,Tokyo
2024-12-03,20.2,26.4,16.0,82,5.9,Antananarivo
2024-12-03,19.0,23.5,15.6,72,10.8,Nairobi
2024-12-03,0.4,4.9,-2.5,68,7.0,New York
2024-12-03,5.7,8.3,2.8,89,5.7,Paris
2024-12-03,24.7,30.1,21.0,78,12.6,Sydney
2024-12-03,10.9,15.1,7.7,82,5.2,Tokyo
2024-12-04,20.6,25.8,17.0,81,7.3,Antananarivo
2024-12-04,19.9,25.5,15.0,66,11.0,Nairobi
2024-12-04,-0.5,2.5,-3.5,66,7.3,New York
2024-12-04,4.9,7.2,2.6,94,6.2,Paris
2024-12-04,21.3,23.2,19.6,82,9.1,Sydney
2024-12-04,10.9,15.5,7.7,70,7.3,Tokyo
2024-12-05,21.0,26.4,17.2,74,8.6,Antananarivo
2024-12-05,20.2,26.7,15.3,62,10.4,Nairobi
2024-12-05,2.6,4.4,1.0,68,17.8,New York
2024-12-05,8.4,13.7,4.6,90,19.3,Paris
2024-12-05,22.7,25.7,20.9,88,9.5,Sydney
2024-12-05,9.7,14.3,4.1,71,4.4,Tokyo
2024-12-06,20.7,26.2,17.0,71,7.7,Antananarivo
2024-12-06,20.5,27.0,15.7,62,11.7,Nairobi
2024-12-06,-0.9,0.3,-2.3,56,16.3,New York
2024-12-06,9.0,12.8,7.0,77,15.0,Paris
2024-12-06,24.8,31.1,21.8,80,10.3,Sydney
2024-12-06,9.0,14.7,4.5,63,7.6,Tokyo
2024-12-07,20.5,26.4,15.1,73,7.6,Antananarivo
2024-12-07,20.7,28.0,15.0,55,10.9,Nairobi
2024-12-07,-0.2,4.4,-2.9,60,10.7,New York
2024-12-07,9.0,11.7,5.8,83,22.9,Paris
2024-12-07,25.6,31.8,20.1,81,9.0,Sydney
2024-12-07,6.1,10.3,2.8,72,6.0,Tokyo
2024-12-08,21.4,29.5,15.9,68,8.4,Antananarivo
2024-12-08,20.4,27.1,14.5,56,9.7,Nairobi
2024-12-08,4.7,11.1,1.2,54,13.3,New York
2024-12-08,7.3,8.4,6.0,86,20.7,Paris
2024-12-08,21.0,27.5,18.9,82,12.4,Sydney
2024-12-08,6.2,11.2,3.0,57,8.7,Tokyo
2024-12-09,20.9,27.7,15.4,70,12.6,Antananarivo
2024-12-09,20.0,26.5,15.0,66,11.2,Nairobi
2024-12-09,5.2,10.2,0.8,81,5.7,New York
2024-12-09,5.6,6.5,5.0,85,16.7,Paris
2024-12-09,20.7,21.9,18.9,87,11.6,Sydney
2024-12-09,7.1,10.8,4.6,56,8.7,Tokyo
2024-12-10,21.0,26.9,16.4,73,10.6,Antananarivo
2024-12-10,20.0,26.1,16.0,70,13.0,Nairobi
2024-12-10,7.2,10.4,5.5,96,6.5,New York
2024-12-10,5.5,6.2,4.7,84,13.9,Paris
2024-12-10,20.4,22.9,18.3,78,11.7,Sydney
2024-12-10,7.1,12.4,3.5,63,5.9,Tokyo
2024-12-11,20.4,26.6,15.6,73,11.7,Antananarivo
2024-12-11,19.9,25.4,15.1,69,12.0,Nairobi
2024-12-11,12.9,15.9,9.5,95,14.8,New York
2024-12-11,5.1,5.6,4.4,83,9.6,Paris
2024-12-11,20.5,24.9,16.9,77,10.4,Sydney
2024-12-11,6.9,11.8,2.2,55,11.2,Tokyo
2024-12-12,21.2,27.4,14.7,70,9.1,Antananarivo
2024-12-12,20.3,26.7,15.7,66,11.1,Nairobi
2024-12-12,3.1,14.1,-1.0,62,18.7,New York
2024-12-12,4.0,4.6,3.1,86,7.3,Paris
2024-12-12,22.8,27.9,19.3,74,7.8,Sydney
2024-12-12,4.4,9.2,0.5,54,9.5,Tokyo
2024-12-13,21.4,26.9,17.0,72,10.2,Antananarivo
2024-12-13,21.0,28.3,15.3,61,9.1,Nairobi
2024-12-13,-2.3,0.0,-4.2,54,7.8,New York
2024-12-13,1.9,3.6,-0.3,88,5.0,Paris
2024-12-13,24.2,29.2,20.4,76,13.3,Sydney
2024-12-13,4.4,8.2,1.7,68,6.7,Tokyo
2024-12-14,22.3,29.5,15.3,68,10.2,Antananarivo
2024-12-14,21.4,27.2,16.3,61,8.2,Nairobi
2024-12-14,-3.0,0.4,-5.8,61,4.1,New York
2024-12-14,2.4,5.1,-0.5,93,6.1,Paris
2024-12-14,23.5,26.1,21.0,83,7.3,Sydney
2024-12-14,4.5,10.4,-1.0,54,10.0,Tokyo
2024-12-15,21.9,28.7,16.5,67,13.1,Antananarivo
2024-12-15,21.3,27.9,16.2,63,11.3,Nairobi
2024-12-15,-2.1,2.8,-5.2,66,6.0,New York
2024-12-15,6.7,10.0,3.1,91,11.6,Paris
2024-12-15,23.8,26.4,21.8,82,10.6,Sydney
2024-12-15,4.9,9.8,1.3,65,4.6,Tokyo
2024-12-16,21.0,27.8,15.7,65,11.5,Antananarivo
2024-12-16,20.0,25.6,15.8,70,13.7,Nairobi
2024-12-16,4.0,9.3,0.5,92,8.9,New York
2024-12-16,9.3,10.7,8.0,91,9.9,Paris
2024-12-16,24.5,30.3,20.2,78,16.0,Sydney
2024-12-16,5.9,11.1,1.4,65,5.8,Tokyo
2024-12-17,21.5,28.8,13.8,66,10.4,Antananarivo
2024-12-17,19.7,25.6,14.9,69,13.6,Nairobi
2024-12-17,10.6,14.5,8.3,89,12.2,New York
2024-12-17,7.1,8.4,5.8,92,9.6,Paris
2024-12-17,24.4,33.6,18.6,71,20.7,Sydney
2024-12-17,6.6,11.8,1.6,70,4.6,Tokyo
2024-12-18,21.8,28.8,16.3,65,11.0,Antananarivo
2024-12-18,20.5,27.0,14.8,63,8.9,Nairobi
2024-12-18,6.2,9.7,1.2,76,5.6,New York
2024-12-18,10.9,13.7,6.9,84,17.7,Paris
2024-12-18,19.6,21.2,17.8,65,20.6,Sydney
2024-12-18,6.0,11.1,2.8,56,7.6,Tokyo
2024-12-19,22.2,30.5,15.8,59,8.1,Antananarivo
2024-12-19,18.8,23.4,15.4,78,5.9,Nairobi
2024-12-19,5.2,8.5,2.6,75,10.1,New York
2024-12-19,8.4,13.7,3.4,82,19.2,Paris
2024-12-19,19.5,22.7,15.4,62,13.9,Sydney
2024-12-19,4.0,7.5,1.1,56,9.0,Tokyo
2024-12-20,24.0,33.1,15.6,64,7.0,Antananarivo
2024-12-20,18.8,25.4,15.6,79,5.5,Nairobi
2024-12-20,0.8,2.3,-1.0,79,9.6,New York
2024-12-20,5.4,8.0,3.1,83,12.4,Paris
2024-12-20,20.1,25.4,15.8,69,7.6,Sydney
2024-12-20,5.5,9.9,1.3,66,5.4,Tokyo
2024-12-21,23.2,30.2,18.2,63,13.0,Antananarivo
2024-12-21,18.1,24.1,15.1,86,7.2,Nairobi
2024-12-21,-1.7,1.0,-5.0,79,13.3,New York
2024-12-21,8.9,11.3,6.6,91,17.8,Paris
2024-12-21,22.6,29.0,19.8,66,10.6,Sydney
2024-12-21,9.2,14.2,5.6,57,11.9,Tokyo
2024-12-22,22.1,28.7,17.3,63,11.7,Antananarivo
2024-12-22,18.5,23.4,14.6,82,7.8,Nairobi
2024-12-22,-8.5,-5.6,-11.0,62,10.7,New York
2024-12-22,6.5,11.1,3.2,80,20.2,Paris
2024-12-22,22.8,26.4,20.4,77,12.0,Sydney
2024-12-22,5.0,9.9,1.7,38,13.2,Tokyo
2024-12-23,22.5,29.9,16.5,61,9.0,Antananarivo
2024-12-23,18.7,23.1,15.6,82,10.2,Nairobi
2024-12-23,-11.3,-6.2,-15.1,64,4.0,New York
2024-12-23,6.1,7.5,4.9,73,15.7,Paris
2024-12-23,21.0,28.9,15.8,45,12.3,Sydney
2024-12-23,4.8,10.0,0.9,56,6.2,Tokyo
2024-12-24,23.7,31.7,16.8,65,5.5,Antananarivo
2024-12-24,18.5,23.9,15.4,84,7.6,Nairobi
2024-12-24,-2.9,1.2,-8.4,78,6.1,New York
2024-12-24,7.4,10.1,5.3,94,6.3,Paris
2024-12-24,20.0,23.3,16.1,57,11.3,Sydney
2024-12-24,5.9,10.6,2.8,45,9.8,Tokyo
2024-12-25,24.0,30.8,18.9,64,9.2,Antananarivo
2024-12-25,18.4,22.8,15.6,82,10.3,Nairobi
2024-12-25,-2.4,1.2,-6.5,83,6.6,New York
2024-12-25,9.5,10.8,8.5,96,4.8,Paris
2024-12-25,21.8,27.2,16.8,73,9.3,Sydney
2024-12-25,6.0,10.0,2.9,60,5.4,Tokyo
2024-12-26,22.7,29.3,17.6,65,11.1,Antananarivo
2024-12-26,18.5,23.8,14.8,76,10.8,Nairobi
2024-12-26,-5.0,-0.5,-8.4,72,6.0,New York
2024-12-26,6.7,8.5,3.2,93,6.1,Paris
2024-12-26,23.9,27.0,21.0,66,20.2,Sydney
2024-12-26,8.3,13.2,3.7,54,6.1,Tokyo
2024-12-27,21.6,29.0,17.6,69,10.5,Antananarivo
2024-12-27,18.8,24.6,14.2,71,11.2,Nairobi
2024-12-27,-5.0,1.8,-9.6,77,3.7,New York
2024-12-27,1.9,5.6,-1.2,93,3.0,Paris
2024-12-27,25.1,35.2,18.6,62,14.7,Sydney
2024-12-27,4.9,9.8,-0.3,50,6.0,Tokyo
2024-12-28,19.8,23.9,17.4,81,7.0,Antananarivo
2024-12-28,19.0,25.7,14.3,67,9.8,Nairobi
2024-12-28,2.9,7.0,-0.9,94,4.0,New York
2024-12-28,0.8,2.0,-0.8,96,4.9,Paris
2024-12-28,21.1,25.5,16.9,70,10.0,Sydney
2024-12-28,4.5,9.4,-0.4,53,6.0,Tokyo
2024-12-29,19.8,25.9,17.0,83,3.5,Antananarivo
2024-12-29,19.8,26.5,13.8,60,9.9,Nairobi
2024-12-29,8.1,15.9,4.2,95,7.0,New York
2024-12-29,2.9,4.5,1.4,91,5.8,Paris
2024-12-29,22.8,27.9,19.7,63,12.1,Sydney
2024-12-29,5.7,10.9,2.7,49,9.3,Tokyo
2024-12-30,19.4,24.6,16.6,87,5.9,Antananarivo
2024-12-30,20.2,26.8,14.7,60,10.3,Nairobi
2024-12-30,11.9,12.8,8.7,81,17.4,New York
2024-12-30,3.3,4.1,2.6,90,6.3,Paris
2024-12-30,22.5,25.6,18.7,74,10.5,Sydney
2024-12-30,5.2,9.4,0.8,60,5.1,Tokyo
2024-12-31,20.1,24.7,16.6,83,11.2,Antananarivo
2024-12-31,19.9,25.9,15.2,67,9.8,Nairobi
2024-12-31,6.1,9.5,1.2,74,7.6,New York
2024-12-31,4.0,5.6,1.9,90,11.6,Paris
2024-12-31,23.2,26.5,19.6,74,10.0,Sydney
2024-12-31,7.6,12.7,4.1,44,11.4,Tokyo
2025-01-01,21.0,26.5,17.0,77,9.0,Antananarivo
2025-01-01,19.9,25.8,14.6,67,11.1,Nairobi
2025-01-01,7.7,10.7,4.7,85,14.2,New York
2025-01-01,6.6,9.1,4.2,87,20.7,Paris
2025-01-01,24.0,28.6,20.5,69,19.4,Sydney
2025-01-01,6.1,11.0,1.6,41,7.1,Tokyo
2025-01-02,21.5,28.1,16.7,74,7.4,Antananarivo
2025-01-02,19.7,25.0,14.9,64,13.1,Nairobi
2025-01-02,2.9,5.2,0.1,56,19.3,New York
2025-01-02,3.9,9.6,0.3,95,9.4,Paris
2025-01-02,20.5,22.5,18.0,72,12.1,Sydney
2025-01-02,7.1,12.9,2.4,52,6.7,Tokyo
2025-01-03,21.2,27.4,14.9,71,8.0,Antananarivo
2025-01-03,19.6,25.4,14.5,62,13.7,Nairobi
2025-01-03,0.5,3.0,-2.1,57,14.1,New York
2025-01-03,0.5,4.2,-1.6,88,5.6,Paris
2025-01-03,21.5,25.0,18.5,69,10.9,Sydney
2025-01-03,3.1,6.1,0.5,84,7.2,Tokyo
2025-01-04,20.5,26.4,15.7,70,9.8,Antananarivo
2025-01-04,19.9,25.5,15.2,65,14.6,Nairobi
2025-01-04,-1.4,0.7,-2.7,54,16.0,New York
2025-01-04,-0.3,2.3,-2.8,87,9.3,Paris
2025-01-04,23.6,27.2,19.7,63,13.2,Sydney
2025-01-04,3.5,8.1,-1.6,55,6.2,Tokyo
2025-01-05,20.7,27.4,15.3,68,9.6,Antananarivo
2025-01-05,19.3,24.6,14.9,65,13.1,Nairobi
2025-01-05,-2.4,0.1,-3.8,51,14.7,New York
2025-01-05,10.6,13.1,3.8,86,23.4,Paris
2025-01-05,25.4,29.9,20.5,65,12.1,Sydney
2025-01-05,3.8,8.5,0.2,64,5.5,Tokyo
2025-01-06,21.4,28.3,15.8,65,8.4,Antananarivo
2025-01-06,19.3,26.0,13.1,59,12.3,Nairobi
2025-01-06,-2.3,-1.8,-3.0,72,6.4,New York
2025-01-06,9.3,12.8,5.4,77,23.9,Paris
2025-01-06,25.1,31.3,20.5,70,13.7,Sydney
2025-01-06,5.0,8.3,2.4,81,7.8,Tokyo
2025-01-07,20.9,26.5,15.2,72,10.4,Antananarivo
2025-01-07,20.1,27.7,13.7,54,10.9,Nairobi
2025-01-07,-5.4,-3.0,-8.9,65,19.6,New York
2025-01-07,5.2,6.9,3.5,77,16.4,Paris
2025-01-07,19.1,20.5,17.8,84,21.0,Sydney
2025-01-07,6.4,11.1,1.5,63,6.5,Tokyo
2025-01-08,21.9,27.7,17.1,70,8.7,Antananarivo
2025-01-08,21.0,28.0,14.3,52,8.7,Nairobi
2025-01-08,-4.1,-2.7,-6.4,51,19.8,New York
2025-01-08,6.7,12.1,3.3,93,13.2,Paris
2025-01-08,18.7,20.9,17.3,88,19.2,Sydney
2025-01-08,4.6,9.4,-0.5,55,5.4,Tokyo
2025-01-09,22.3,28.5,17.3,71,10.3,Antananarivo
2025-01-09,20.7,27.4,15.6,60,9.1,Nairobi
2025-01-09,-5.0,-1.7,-7.0,51,22.2,New York
2025-01-09,5.9,10.5,2.3,85,14.8,Paris
2025-01-09,20.8,22.4,19.3,87,11.4,Sydney
2025-01-09,4.1,10.5,-1.8,52,7.1,Tokyo
2025-01-10,22.5,29.6,17.2,66,14.0,Antananarivo
2025-01-10,20.1,25.8,15.3,66,10.8,Nairobi
2025-01-10,-1.5,3.1,-4.1,55,17.1,New York
2025-01-10,3.4,5.5,0.5,87,6.2,Paris
2025-01-10,20.7,23.8,19.4,89,7.8,Sydney
2025-01-10,2.9,7.5,-0.9,47,8.2,Tokyo
2025-01-11,21.1,26.7,16.2,76,20.8,Antananarivo
2025-01-11,20.9,27.4,15.3,59,10.7,Nairobi
2025-01-11,-1.2,0.2,-3.1,71,7.3,New York
2025-01-11,1.2,2.2,-0.6,92,6.5,Paris
2025-01-11,22.0,24.0,20.0,83,10.8,Sydney
2025-01-11,3.7,9.3,-0.2,62,5.9,Tokyo
2025-01-12,19.6,23.4,17.0,82,19.2,Antananarivo
2025-01-12,21.7,27.4,15.8,56,9.6,Nairobi
2025-01-12,0.2,4.6,-2.2,64,10.8,New York
2025-01-12,1.6,4.1,-0.6,93,6.0,Paris
2025-01-12,22.6,24.8,20.6,83,11.5,Sydney
2025-01-12,3.6,5.8,0.9,79,4.9,Tokyo
2025-01-13,20.0,23.6,17.0,90,6.2,Antananarivo
2025-01-13,21.7,27.5,16.4,54,11.7,Nairobi
2025-01-13,0.8,6.4,-2.1,67,7.9,New York
2025-01-13,0.5,4.1,-2.4,82,6.7,Paris
2025-01-13,23.7,27.4,20.8,85,8.1,Sydney
2025-01-13,4.5,10.9,-1.3,61,8.8,Tokyo
2025-01-14,20.3,24.3,17.6,89,6.7,Antananarivo
2025-01-14,20.6,26.8,15.9,50,15.1,Nairobi
2025-01-14,-1.4,1.0,-3.9,52,13.2,New York
2025-01-14,-1.1,2.6,-3.8,84,2.4,Paris
2025-01-14,24.1,27.7,20.8,86,6.7,Sydney
2025-01-14,4.6,10.5,-0.4,77,2.9,Tokyo
2025-01-15,21.6,27.3,17.5,76,7.2,Antananarivo
2025-01-15,18.7,25.1,13.8,57,14.1,Nairobi
2025-01-15,-3.5,-1.3,-5.9,47,16.1,New York
2025-01-15,2.7,5.4,-0.9,97,5.8,Paris
2025-01-15,23.5,28.0,18.7,83,14.1,Sydney
2025-01-15,5.4,12.0,0.9,53,11.1,Tokyo
2025-01-16,21.1,27.8,17.3,82,7.0,Antananarivo
2025-01-16,19.5,25.8,13.9,54,13.3,Nairobi
2025-01-16,-3.5,-0.8,-6.1,55,7.4,New York
2025-01-16,3.3,5.4,-0.1,92,7.4,Paris
2025-01-16,18.8,20.8,16.8,71,26.5,Sydney
2025-01-16,3.1,6.1,0.2,60,6.7,Tokyo
2025-01-17,22.3,28.1,17.6,73,7.7,Antananarivo
2025-01-17,20.1,26.5,14.4,54,11.5,Nairobi
2025-01-17,-1.4,4.8,-5.2,67,7.2,New York
2025-01-17,1.0,3.2,-1.3,94,4.4,Paris
2025-01-17,19.9,22.2,18.4,79,35.0,Sydney
2025-01-17,3.0,6.5,0.9,48,15.8,Tokyo
2025-01-18,22.0,28.3,17.2,73,6.8,Antananarivo
2025-01-18,21.3,27.7,14.7,49,10.9,Nairobi
2025-01-18,2.1,6.3,-1.1,75,9.2,New York
2025-01-18,0.6,2.4,-1.2,90,6.4,Paris
2025-01-18,20.7,24.0,18.7,77,21.3,Sydney
2025-01-18,3.8,7.9,-0.2,57,5.3,Tokyo
2025-01-19,21.9,27.8,17.7,74,6.3,Antananarivo
2025-01-19,21.4,27.4,16.0,51,9.8,Nairobi
2025-01-19,1.3,4.1,-1.0,91,9.2,New York
2025-01-19,0.0,1.3,-1.7,95,3.2,Paris
2025-01-19,18.4,21.0,14.9,76,13.7,Sydney
2025-01-19,5.3,8.0,2.2,65,5.1,Tokyo
2025-01-20,21.4,27.1,17.1,75,8.3,Antananarivo
2025-01-20,22.0,28.6,15.8,47,9.9,Nairobi
2025-01-20,-6.1,-1.5,-10.3,69,13.1,New York
2025-01-20,-0.5,0.8,-2.0,92,3.8,Paris
2025-01-20,18.5,22.1,14.6,76,6.4,Sydney
2025-01-20,8.9,13.0,5.6,80,5.2,Tokyo
2025-01-21,21.5,26.4,17.4,75,5.0,Antananarivo
2025-01-21,21.8,28.4,15.5,49,9.0,Nairobi
2025-01-21,-11.6,-8.2,-16.0,62,7.7,New York
2025-01-21,0.8,4.7,-2.2,93,5.1,Paris
2025-01-21,21.6,25.9,18.2,78,8.8,Sydney
2025-01-21,7.1,11.7,2.3,70,7.7,Tokyo
2025-01-22,20.5,26.4,17.3,84,5.7,Antananarivo
2025-01-22,22.1,28.6,16.1,45,9.9,Nairobi
2025-01-22,-11.8,-8.4,-16.9,57,5.7,New York
2025-01-22,5.3,9.4,1.7,96,10.8,Paris
2025-01-22,22.6,31.7,19.8,74,18.6,Sydney
2025-01-22,6.5,12.2,1.3,60,6.6,Tokyo
2025-01-23,20.4,26.3,16.9,84,4.6,Antananarivo
2025-01-23,21.4,27.6,15.5,53,10.4,Nairobi
2025-01-23,-9.4,-3.7,-13.3,52,3.2,New York
2025-01-23,6.7,9.0,4.6,86,16.5,Paris
2025-01-23,20.1,22.6,17.3,79,9.7,Sydney
2025-01-23,7.1,11.9,3.6,67,5.9,Tokyo
2025-01-24,20.3,25.4,17.3,86,6.2,Antananarivo
2025-01-24,21.6,28.5,15.5,54,11.0,Nairobi
2025-01-24,-6.6,-1.3,-10.9,63,7.6,New York
2025-01-24,9.8,12.3,7.6,80,23.5,Paris
2025-01-24,20.0,22.8,16.7,80,12.8,Sydney
2025-01-24,8.1,13.0,4.4,69,7.2,Tokyo
2025-01-25,20.6,26.6,17.3,85,7.5,Antananarivo
